id,timestamp,device,PCell_RSRP_max,PCell_RSRQ_max,PCell_RSSI_max,PCell_SNR_max,PCell_Downlink_Num_RBs,PCell_Downlink_Average_MCS,PCell_Downlink_bandwidth_MHz,PCell_Cell_Identity,PCell_freq_MHz,SCell_RSRP_max,SCell_RSRQ_max,SCell_RSSI_max,SCell_SNR_max,SCell_Downlink_Num_RBs,SCell_Downlink_Average_MCS,SCell_Downlink_bandwidth_MHz,SCell_Cell_Identity,SCell_freq_MHz,operator,Latitude,Longitude,Altitude,speed_kmh,COG,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,cloudCover,uvIndex,visibility,Traffic Jam Factor,area,target
Id_qt2qn56050,1624367008,pc1,-84.49875,-14.586875,-49.855625,16.45699996948242,35076.0,23.0,20.0,26368258.0,1800.0,-87.075625,-10.159375,-56.209375,17.69000005722046,36756.0,19.0,,,2600.0,1,52.49982833333333,13.313496666666667,42.1,0.0,295.6,0.0,0.0,21.56,21.56,13.86,0.62,1013.6,2.39,0.95,4.0,16.093,0.38979,Residential,51500000.0
Id_f1zf07cwb6,1624372465,pc3,-86.818125,-11.9825,-54.838125,16.67399995803833,42704.0,24.0,20.0,2568970.0,1800.0,-93.59875,-12.15875,-62.156875,14.86299991607666,48372.0,14.0,20.0,2568967.0,2600.0,2,52.491645,13.304608333333332,42.4,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.78322,Residential,50300000.0
Id_uoxdz7di5b,1624371871,pc3,-101.91625,-13.2575,-71.24125,9.392000036239624,36017.0,22.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.49908666666666,13.308001666666666,46.1,0.0,271.2,0.0081,0.01,22.57,22.57,14.71,0.61,1013.8,2.13,0.82,3.0,16.093,2.08425,Residential,16500000.0
Id_hzn8nj29gu,1624542066,pc1,-95.59875,-14.69625,-61.66,10.726000032424928,95955.0,17.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.51347166666667,13.33012,40.3,14.6308,169.0,0.1075,0.23,18.77,18.77,13.43,0.71,1017.9,1.97,0.99,3.0,16.093,8.80702,Avenue,46400000.0
Id_2kfrccrfiw,1624542798,pc1,-97.735,-14.8675,-63.170625,10.889000017642974,83062.0,19.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.50982833333333,13.355828333333331,27.6,13.7048,262.4,0.0998,0.22,18.79,18.79,13.46,0.71,1017.9,1.97,0.99,3.0,16.093,2.21843,Park,50200000.0
Id_joodlmsogd,1624547766,pc3,-71.47032828282828,-12.20138888888889,-39.34911616161616,21.92424246277472,53926.0,28.0,15.0,4051731.0,2000.0,,,,,,,,,,2,52.498938333333335,13.307578333333334,51.2,13.89,260.1,0.2166,0.32,18.69,18.69,13.55,0.72,1017.9,2.15,0.99,2.0,16.093,0.0,Residential,63500000.0
Id_q2hjwb02b9,1624350001,pc1,-88.088125,-12.294375,-56.35,3.729999984204769,41110.0,17.0,20.0,26358784.0,1800.0,-90.6525,-10.65625,-58.983125,9.358999991416932,47716.0,14.0,,,2600.0,1,52.50599666666667,13.342638333333332,42.4,0.0,256.2,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.08918,Park,26600000.0
Id_mez7zx4657,1624543571,pc1,-91.7475,-15.801875,-56.499375,4.146000001430512,74461.0,24.0,20.0,26367744.0,1800.0,-93.350625,-11.84125,-63.18125,3.037999999523163,93168.0,16.0,20.0,26367750.0,2600.0,1,52.500405,13.329195,27.0,0.0,263.2,0.1074,0.23,18.79,18.79,13.39,0.71,1017.9,1.97,0.99,3.0,16.093,7.10368,Residential,51400000.0
Id_9u01ga22w4,1624350300,pc3,-67.8496287128713,-12.53341584158416,-35.84839108910891,23.700990015917487,46734.0,27.0,20.0,2940680.0,1800.0,-72.45482673267327,-13.01361386138614,-38.54393564356435,11.34257428008731,41292.0,21.0,20.0,2940687.0,2600.0,2,52.504423333333335,13.336018333333334,37.9,0.0,280.0,0.0645,0.04,18.13,18.13,14.02,0.77,1011.9,4.08,0.97,3.0,16.093,3.18735,Residential,81400000.0
Id_gc8mrt2nno,1624552646,pc1,-70.974375,-13.9575,-35.7225,21.611999969482422,80559.0,27.0,,,1800.0,-76.369375,-9.70875,-46.84,20.437999982833865,93332.0,24.0,,,2600.0,1,52.49933333333333,13.312588333333334,34.4,0.0,207.7,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,2.63371,Residential,189000000.0
Id_46byvox8kh,1624377954,pc3,-113.055,-15.505,-77.611875,-0.9959999992698432,42886.0,9.0,20.0,3282957.0,2600.0,,,,,,,,,,2,52.51061166666667,13.292205,40.5,42.9664,84.2,0.0271,0.01,23.87,23.87,14.78,0.57,1013.7,2.21,0.76,2.0,16.093,3.72535,Avenue,5620000.0
Id_wwef767gn2,1624357053,pc1,-96.88375,-17.8225,-59.073125,1.0979999996721743,93293.0,16.0,20.0,29127681.0,1800.0,-94.691875,-11.904375,-62.379375,7.825999966263771,82724.0,14.0,20.0,29127684.0,2600.0,1,52.51293833333333,13.327631666666669,36.1,41.8552,84.1,0.0454,0.02,19.31,19.31,13.7,0.7,1012.5,4.06,0.96,4.0,16.093,2.92181,Avenue,43700000.0
Id_ozu52k8oar,1624354594,pc1,-93.3075,-16.2525,-57.08875,9.279999952316285,52014.0,24.0,20.0,26369024.0,1800.0,,,,,,,,,,1,52.50812833333333,13.349076666666669,30.0,0.0,196.1,0.0477,0.02,19.28,19.28,13.71,0.7,1012.5,4.06,0.96,4.0,16.093,1.41849,Park,22700000.0
Id_frv9is1d55,1624371624,pc3,-67.9825,-12.7075,-38.5325,11.0989999628067,40454.0,23.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.499741666666665,13.314125,38.8,20.1868,280.4,0.0081,0.01,22.57,22.57,14.71,0.61,1013.8,2.13,0.82,3.0,16.093,8.14161,Residential,18000000.0
Id_mp3mfngr03,1624356851,pc1,-82.590625,-15.040625,-46.05625,10.0010000371933,44207.0,23.0,20.0,29127682.0,1800.0,-82.629375,-10.7975,-51.40125,13.538000011444092,89464.0,21.0,20.0,29127685.0,2600.0,1,52.511945,13.31266,39.4,27.9652,83.4,0.043,0.02,19.32,19.32,13.68,0.7,1012.5,4.07,0.96,4.0,16.093,3.14159,Avenue,51900000.0
Id_j40fxpnykk,1624546423,pc3,-102.686875,-12.665625,-69.17125,9.667999975681305,82008.0,16.0,20.0,3301896.0,1800.0,,,,,,,,,,2,52.5098,13.362815,35.6,17.2236,261.9,0.2212,0.32,18.68,18.68,13.65,0.73,1017.9,2.16,0.99,2.0,16.093,4.92806,Park,37400000.0
Id_a5uh13uebn,1624365922,pc1,-80.325625,-15.56875,-44.234375,18.605999927520752,46205.0,25.0,20.0,26607105.0,1800.0,-87.201875,-9.2675,-56.41,17.97599995613098,44688.0,16.0,20.0,26607108.0,2600.0,1,52.512838333333335,13.37698,29.9,33.52120000000001,185.5,0.0,0.0,21.46,21.46,13.9,0.62,1013.6,2.46,0.95,4.0,16.093,1.69815,Park,63700000.0
Id_34hdiec360,1624348905,pc1,-71.93875,-9.988125,-41.72875,15.26800000667572,95280.0,16.0,20.0,34006273.0,1800.0,-76.861875,-9.2075,-48.0575,23.868999977111816,97968.0,24.0,20.0,34006275.0,2600.0,1,52.51485666666667,13.355713333333334,39.2,0.0,83.4,0.0649,0.04,18.15,18.15,14.1,0.77,1011.9,4.07,0.97,3.0,16.093,1.32196,Park,133000000.0
Id_msy0skypdu,1624553082,pc1,-79.714375,-14.885625,-44.791875,15.033000011444091,85550.0,23.0,20.0,40782336.0,1800.0,-89.06875,-14.63125,-54.466875,17.513000087738035,96444.0,23.0,20.0,26358784.0,2600.0,1,52.488125,13.30063,46.1,0.0,240.3,0.2981,0.43,18.63,18.63,13.72,0.73,1017.4,2.44,1.0,1.0,16.093,3.59225,Residential,143000000.0
Id_gvx3c1w4hd,1624355467,pc1,-88.185,-15.129375,-52.874375,19.85200006484985,33029.0,26.0,20.0,28792065.0,1800.0,,,,,,,,,,1,52.49465333333333,13.313423333333333,47.8,0.0,290.0,0.0446,0.02,19.27,19.27,13.62,0.7,1012.5,4.1,0.96,4.0,16.093,1.8428,Residential,32100000.0
Id_a18u9fz6i5,1624553550,pc3,-64.9525,-12.086875,-38.441875,21.704000091552736,51256.0,25.0,15.0,2580501.0,2000.0,,,,,,,,,,2,52.511145,13.300013333333334,34.6,32.595200000000006,83.7,0.3101,0.44,18.65,18.65,13.83,0.74,1017.4,2.42,1.0,1.0,16.093,3.63414,Avenue,47800000.0
Id_mcqe2s0j3f,1624371740,pc3,-78.61,-12.8375,-46.328125,8.92300000667572,42031.0,19.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.49993,13.313443333333334,37.8,0.0,298.6,0.0081,0.01,22.57,22.57,14.71,0.61,1013.8,2.13,0.82,3.0,16.093,6.64966,Residential,18900000.0
Id_ljmiwf3qea,1624552368,pc3,-114.1425,-15.4675,-79.85875,0.223000002130866,40594.0,13.0,15.0,2837268.0,2000.0,,,,,,,,,,2,52.501225,13.33242,38.5,38.1512,215.1,0.3184,0.45,18.65,18.65,13.83,0.74,1017.4,2.42,1.0,1.0,16.093,3.11954,Residential,6370000.0
Id_05bjaoe1ja,1624547393,pc3,-68.236875,-12.871875,-37.51125,14.340000009536745,71263.0,24.0,15.0,51629589.0,2000.0,,,,,,,,,,2,52.50006666666667,13.32526,49.1,0.0,264.7,0.22,0.32,18.69,18.69,13.57,0.72,1017.9,2.16,0.99,2.0,16.093,3.14159,Residential,48800000.0
Id_18zlf6p734,1624349749,pc3,-104.56625,-15.841875,-68.458125,0.806999995931983,48728.0,16.0,20.0,3301896.0,1800.0,,,,,,,,,,2,52.510378333333335,13.366348333333333,34.4,47.226,255.3,0.0647,0.04,18.15,18.15,14.09,0.77,1011.9,4.07,0.97,3.0,16.093,3.38076,Park,18500000.0
Id_0jyhhbhlv9,1624376081,pc3,-75.45625,-12.79625,-42.70125,13.619999923706054,37951.0,21.0,20.0,4078344.0,1800.0,,,,,,,,,,2,52.507435,13.34833,40.7,40.1884,228.5,0.0251,0.01,23.83,23.83,14.89,0.57,1013.7,2.17,0.76,2.0,16.093,1.4775,Park,20900000.0
Id_s5hxmzm02f,1624376962,pc3,-101.9975,-12.009375,-68.964375,10.672999982833865,60678.0,23.0,20.0,2568970.0,1800.0,,,,,,,,,,2,52.49605833333333,13.305103333333332,42.6,24.076,183.8,0.0241,0.01,23.87,23.87,14.78,0.57,1013.7,2.19,0.76,2.0,16.093,2.26942,Residential,32100000.0
Id_lx2xgjoygr,1624376537,pc3,-109.42,-16.531875,-72.880625,-2.4000000096857548,28756.0,12.0,20.0,2824456.0,1800.0,,,,,,,,,,2,52.50039,13.329318333333331,50.3,0.0,263.9,0.0235,0.01,23.85,23.85,14.81,0.57,1013.7,2.18,0.76,2.0,16.093,2.42228,Residential,7530000.0
Id_8dcjns9loi,1624371107,pc3,-63.565,-12.244375,-34.136875,26.507999992370607,55406.0,28.0,20.0,2819850.0,1800.0,,,,,,,,,,2,52.50327333333333,13.339313333333331,36.1,1.852,221.5,0.0075,0.01,22.42,22.42,14.69,0.62,1013.9,2.12,0.83,3.0,16.093,3.14159,Park,69800000.0
Id_ir550u3gsn,1624365382,pc1,-81.81,-16.76625,-44.893125,9.942000024318697,31915.0,21.0,20.0,29127681.0,1800.0,-89.503125,-10.293125,-57.94625,12.894999980926514,89008.0,14.0,20.0,29127684.0,2600.0,1,52.51273833333333,13.325348333333334,31.8,37.7808,84.2,0.0,0.0,21.57,21.57,13.91,0.62,1013.6,2.41,0.95,4.0,16.093,2.72897,Avenue,54500000.0
Id_dhbzfxk4ce,1624553892,pc1,-84.45875,-14.745,-49.646875,22.83899995803833,89167.0,26.0,20.0,33802242.0,1800.0,-88.5125,-10.333125,-57.684375,20.119999980926515,94968.0,20.0,20.0,33802248.0,2600.0,1,52.51349166666667,13.335381666666668,28.7,0.0,84.4,0.3287,0.45,18.64,18.64,13.9,0.74,1017.4,2.41,1.0,1.0,16.093,2.60771,Avenue,148000000.0
Id_bttvamfqtj,1624354410,pc1,-96.88,-9.87625,-67.015,10.852000045776368,42620.0,14.0,20.0,26349058.0,1800.0,-100.255625,-10.545625,-69.523125,13.188000025749206,85780.0,20.0,20.0,26349061.0,2600.0,1,52.509816666666666,13.362011666666668,30.8,34.6324,273.4,0.0489,0.02,19.29,19.29,13.75,0.7,1012.5,4.05,0.96,4.0,16.093,2.28544,Park,37000000.0
Id_rzt8mgynut,1624552007,pc3,-77.988125,-15.851875,-43.405,0.0249999912083148,48344.0,15.0,,,2000.0,,,,,,,,,,2,52.504108333333335,13.340388333333332,41.3,16.4828,222.7,0.3339,0.46,18.89,18.89,13.6,0.71,1017.7,2.31,1.0,1.0,16.093,8.3536,Park,12800000.0
Id_pbwp7q6e00,1624547308,pc1,-90.69,-15.225625,-55.636875,3.6800000073760746,87684.0,21.0,20.0,26367744.0,1800.0,-91.161875,-10.74625,-60.280625,4.499999994784593,66288.0,16.0,20.0,26367750.0,2600.0,1,52.500385,13.32931,47.1,3.3336,263.6,0.22,0.32,18.69,18.69,13.57,0.72,1017.9,2.16,0.99,2.0,16.093,3.14159,Residential,41400000.0
Id_7gpmqi1gfs,1624349309,pc1,-86.256875,-10.881875,-52.5925,2.856000006198883,98084.0,17.0,20.0,30828800.0,1800.0,-91.123125,-10.009375,-59.74625,17.5750000667572,51208.0,18.0,,,2600.0,1,52.515155,13.361181666666669,38.6,0.0,84.1,0.0655,0.04,18.13,18.13,14.08,0.77,1011.9,4.06,0.97,3.0,16.093,0.28864,Park,49600000.0
Id_zvb6z8dydk,1624376447,pc3,-102.04342105263156,-12.7875,-65.83947368421053,1.8642105403699372,29557.0,21.0,20.0,2940680.0,1800.0,-110.22606382978724,-27.4468085106383,-62.630319148936174,-13.3340425491333,88.0,2.0,20.0,2940687.0,2600.0,2,52.50251,13.333736666666669,39.3,0.0,213.6,0.0235,0.01,23.85,23.85,14.81,0.57,1013.7,2.18,0.76,2.0,16.093,0.95522,Residential,10200000.0
Id_gxbuuh5ndk,1624542020,pc1,-95.61875,-15.463125,-61.81375,9.682999992370606,94871.0,20.0,20.0,26367489.0,1800.0,,,,,,,,,,1,52.5135,13.330108333333332,40.3,0.0,164.9,0.1075,0.23,18.77,18.77,13.43,0.71,1017.9,1.97,0.99,3.0,16.093,8.84071,Avenue,54500000.0
Id_0nnrof4w88,1624372092,pc3,-97.158125,-11.25,-65.75125,11.845,61704.0,19.0,20.0,2568970.0,1800.0,,,,,,,,,,2,52.49561833333333,13.304955,40.6,27.2244,183.0,0.0083,0.01,22.59,22.59,14.0,0.58,1013.8,2.14,0.82,3.0,16.093,2.6202,Residential,28500000.0
Id_sjmjfh9qly,1624548702,pc1,-71.0575,-9.59,-42.461875,27.164999961853027,96776.0,28.0,20.0,42445056.0,2600.0,,,,,,,,,,1,52.51078833333333,13.289108333333331,39.9,6.482,178.3,0.3335,0.47,18.93,18.93,13.56,0.71,1017.7,2.3,1.0,1.0,16.093,8.0705,Avenue,132000000.0
Id_gv27oxmiku,1624354065,pc1,-72.37125,-11.115,-43.2025,4.462000024318695,93172.0,19.0,20.0,34007040.0,1800.0,-81.18625,-10.563125,-47.545,19.322000045776367,95384.0,25.0,20.0,34007042.0,2600.0,1,52.51601333333333,13.375191666666666,30.8,0.0,84.6,0.0239,0.02,18.78,18.78,13.9,0.73,1012.2,4.23,0.97,4.0,16.093,2.66218,Park,70300000.0
Id_k24bnl5u7q,1624350223,pc1,-80.456875,-10.97125,-51.34125,7.004000015258789,93065.0,17.0,20.0,26358785.0,1800.0,-77.568125,-10.014375,-47.47375,11.692999987602231,84756.0,17.0,,,2600.0,1,52.503283333333336,13.339203333333334,37.6,17.2236,277.7,0.0645,0.04,18.13,18.13,14.02,0.77,1011.9,4.08,0.97,3.0,16.093,2.9853,Park,63300000.0
Id_qrnm3att9b,1624543437,pc1,-91.381875,-11.035625,-59.9075,8.31600002527237,83648.0,20.0,20.0,26720002.0,1800.0,-87.953125,-10.254375,-57.681875,14.762999963760375,70182.0,23.0,20.0,26720005.0,2600.0,1,52.50253,13.333631666666667,28.0,0.0,206.9,0.1074,0.23,18.79,18.79,13.39,0.71,1017.9,1.97,0.99,3.0,16.093,3.83218,Residential,92700000.0
Id_v262ugpmb7,1624366016,pc1,-102.1325,-11.32375,-70.44375,6.408000001907348,34046.0,11.0,20.0,26349058.0,1800.0,-105.470625,-11.111875,-73.49625,5.687999997138977,43068.0,16.0,20.0,26349061.0,2600.0,1,52.51020833333333,13.36559,31.0,47.0408,255.2,0.0,0.0,21.5,21.5,13.92,0.62,1013.6,2.45,0.95,4.0,16.093,2.8285,Park,19000000.0
Id_srsbmb5ch0,1624552119,pc1,-69.648125,-9.7025,-39.823125,21.578999977111817,93012.0,23.0,20.0,26358785.0,1800.0,-77.715625,-9.458125,-47.40625,17.953000059127806,93956.0,23.0,,,2600.0,1,52.50351833333333,13.339725,39.9,12.4084,214.1,0.3339,0.46,18.89,18.89,13.6,0.71,1017.7,2.31,1.0,1.0,16.093,3.14159,Park,155000000.0
Id_88l81u44kv,1624349159,pc1,-78.0775,-8.755,-48.571875,8.233999991416932,94405.0,20.0,20.0,30828800.0,1800.0,-86.4375,-9.066875,-57.203125,20.575999937057496,46080.0,28.0,20.0,30828803.0,2600.0,1,52.51512,13.360643333333334,39.6,30.9284,85.0,0.0655,0.04,18.13,18.13,14.08,0.77,1011.9,4.06,0.97,3.0,16.093,0.22096,Park,57900000.0
Id_5e6r62f3f1,1624377434,pc3,-102.4,-13.49125,-69.475,3.724000013023615,45254.0,16.0,20.0,2948877.0,2600.0,,,,,,,,,,2,52.50035666666667,13.28032,46.3,3.704,331.8,0.025,0.01,23.87,23.87,14.71,0.57,1013.7,2.22,0.76,2.0,16.093,0.0,Highway,13600000.0
Id_eeq0totuzn,1624348982,pc1,-72.391875,-9.626875,-42.74875,17.542999930381775,95840.0,18.0,20.0,34006273.0,1800.0,-76.765,-9.685625,-47.00125,23.631000022888184,97960.0,23.0,20.0,34006275.0,2600.0,1,52.51485666666667,13.355713333333334,39.2,0.0,83.4,0.0649,0.04,18.15,18.15,14.1,0.77,1011.9,4.07,0.97,3.0,16.093,1.04201,Park,128000000.0
Id_5kb718ylvc,1624348687,pc1,-86.65875,-15.7225,-50.991875,17.177000007629395,95172.0,24.0,20.0,33802241.0,1800.0,-84.415,-9.6475,-53.783125,25.296000003814697,92016.0,25.0,,,2600.0,1,52.51405833333333,13.344295,41.7,0.0,61.5,0.0652,0.04,18.15,18.15,14.06,0.77,1011.9,4.07,0.97,3.0,16.093,2.98376,Park,175000000.0
Id_qijifz7uhp,1624372618,pc3,-85.71,-12.144375,-53.564375,17.97300003051758,43341.0,23.0,20.0,2568970.0,1800.0,-93.39125,-12.538125,-60.895625,13.003999968767166,48541.0,12.0,20.0,2568967.0,2600.0,2,52.491645,13.30461,43.3,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.75023,Residential,49600000.0
Id_h2fnpfnban,1624371882,pc3,-102.484375,-13.045625,-70.9475,9.582000002861022,36649.0,24.0,20.0,2824458.0,1800.0,,,,,,,,,,2,52.49908333333333,13.307998333333334,46.4,0.0,271.2,0.0081,0.01,22.57,22.57,14.71,0.61,1013.8,2.13,0.82,3.0,16.093,2.08425,Residential,15000000.0
Id_nvi4osbpoi,1624547067,pc1,-77.675625,-10.29625,-47.410625,10.15800000667572,65627.0,16.0,20.0,26359553.0,1800.0,-79.518125,-9.696875,-48.694375,14.988999996185305,97584.0,20.0,,,2600.0,1,52.504005,13.337393333333331,38.8,23.5204,302.9,0.2217,0.32,18.67,18.67,13.57,0.72,1017.9,2.17,0.99,2.0,16.093,3.14159,Park,102000000.0
Id_kzc1qdg6qh,1624365682,pc1,-79.980625,-9.394375,-50.891875,21.385999927520757,45364.0,22.0,20.0,34006528.0,1800.0,-85.708125,-9.035625,-57.020625,16.195999994277955,50918.0,23.0,20.0,34006530.0,2600.0,1,52.51557833333333,13.367378333333331,29.5,38.7068,84.0,0.0,0.0,21.54,21.54,13.96,0.62,1013.6,2.45,0.95,4.0,16.093,1.01491,Park,75800000.0
Id_zwi5pmgorc,1624544586,pc1,-99.39466292134831,-15.98806179775281,-62.79283707865169,-0.5662921529807402,57620.0,13.0,20.0,34210562.0,1800.0,,,,,,,,,,1,52.49923666666667,13.281111666666666,41.5,41.67,333.8,0.1202,0.24,18.75,18.75,13.33,0.71,1018.0,1.98,1.0,3.0,16.093,7.01551,Highway,13900000.0
Id_mc3ux2ej1p,1624372518,pc3,-86.95875,-12.23,-54.72375,16.981999950408934,39985.0,23.0,20.0,2568970.0,1800.0,-93.84375,-12.01875,-62.760625,15.247999935150146,48804.0,15.0,20.0,2568967.0,2600.0,2,52.491645,13.30461,42.7,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.75023,Residential,63700000.0
Id_gtmm2mp6aw,1624373062,pc3,-85.76375,-12.241875,-52.85375,17.02600004196167,40242.0,23.0,20.0,2568970.0,1800.0,-94.490625,-12.47125,-61.37375,15.67300004005432,49108.0,16.0,20.0,2568967.0,2600.0,2,52.49164666666667,13.304606666666666,44.7,0.0,159.0,0.0132,0.01,22.98,22.98,14.52,0.59,1013.5,2.29,0.82,3.0,16.093,3.64798,Residential,49000000.0
Id_w2xjjpvrwp,1624547543,pc3,-84.76625,-12.489375,-52.839375,9.988999972343445,58460.0,17.0,15.0,2824469.0,2000.0,,,,,,,,,,2,52.49998333333333,13.313286666666666,46.0,0.0,305.8,0.2166,0.32,18.69,18.69,13.55,0.72,1017.9,2.15,0.99,2.0,16.093,2.38482,Residential,28300000.0
Id_dxlku4kxzq,1624552666,pc1,-90.8925,-13.87,-56.52875,13.645999960899353,92639.0,21.0,,,1800.0,-94.658125,-8.98625,-65.3575,14.072999982833862,95464.0,20.0,,,2600.0,1,52.49921166666667,13.31102,35.0,25.1872,263.8,0.309,0.44,18.67,18.67,13.8,0.73,1017.4,2.43,1.0,1.0,16.093,3.1609,Residential,121000000.0
Id_2v9wqxr0pl,1624548132,pc1,-72.989375,-13.918125,-39.739375,24.27799995422363,81590.0,28.0,20.0,40782336.0,1800.0,-83.6325,-16.08375,-47.980625,24.651000022888184,95918.0,28.0,20.0,26358784.0,2600.0,1,52.48845333333333,13.302768333333333,57.7,6.1116,266.2,0.2148,0.32,18.65,18.65,13.49,0.72,1017.9,2.16,0.99,2.0,16.093,2.92111,Residential,199000000.0
Id_5a03r2asdc,1624377729,pc3,-77.63625,-12.26375,-46.605,15.61200002670288,46104.0,23.0,20.0,3499534.0,2600.0,,,,,,,,,,2,52.51199666666667,13.286516666666667,29.3,50.3744,7.7,0.0271,0.01,23.87,23.87,14.78,0.57,1013.7,2.21,0.76,2.0,16.093,9.08572,Avenue,33700000.0